SampleID,SOC (%),Catch,Conv,Elev,DevME A,DevME B,DevME C,DevME D,DiffME A,DiffME B,DiffME C,DiffME D,EDF MID,EDF NE,EDF NW,EDF SE,EDF SW,EDF E,EDF N,Gcurv,Hillshade,LS,MDM A,MDM B,MDM C,MDMS A,MDMS B,MDMS C,MED A,MED B,MED C,MEDS A,MEDS B,MEDS C,MRRTF,MRVBF,MSP,MSTPI,NormH,Plan,Pro,RSP,SLength,SlopeH,Slope,SPI,StanH,SVF,SWI,TCurv,TPI,TRI,TWI,VDepth,VIS,NDVI_max,NDVI_median,NDVI_sd,X (DD),Y (DD)
85,4.66,978.4468384,-0.262485266,398.7280884,-0.467830569,-0.419663697,-0.457861543,-1.080418348,-0.159008265,-0.364603162,-1.287936091,-5.015556335,220.2555389,1499.504028,1624.349854,1207.688965,1359.600098,902.5,1197.5,-0.003105469,0.729840636,0.196601003,-0.71054703,-2.883556604,-7.409623623,19,59,199,-0.463213772,-0.725537181,-1.522994757,6,59,199,1.168065906,7.660743237,0.752096415,-0.740717053,0.123951778,0.000648126,-0.001562239,0,15,0.936844766,0.015536067,15.20243931,394.2961121,0.999020159,9.417834282,2.47E-06,-0.61636728,0.050250962,11.05047703,6.621294022,98.24858856,0.945355177,0.608055353,0.318218187,-80.266474,43.708892
86,4.87,807.4298706,0.027995566,398.7876587,-0.392092943,-0.402127981,-0.449945718,-1.074990392,-0.143719003,-0.354829937,-1.279621124,-4.942647934,211.8076935,1481.506836,1620.1427,1210.315063,1376.540039,892.5,1182.5,-0.002736816,0.719019532,0.215077266,-0.688958287,-2.82306242,-7.365766525,19,59,199,-0.407845229,-0.71790123,-1.510274291,8,59,199,1.410458922,7.664971828,0.737956762,-0.67985183,0.131021604,0.005940677,-0.00147237,0,175.5635376,0.96702987,0.017613603,14.22321987,394.3396912,0.99905473,9.397801399,2.28E-06,-0.604404509,0.056329023,10.73283672,6.413660049,98.29808807,0.946814418,0.589357376,0.319378409,-80.266348,43.709011
87,3.84,1090.899414,-5.311017513,398.7861023,-0.401239544,-0.394169331,-0.444321781,-1.084759831,-0.118099175,-0.323219955,-1.251961827,-4.92332983,200.5305481,1459.52478,1612.517456,1216.639893,1396.500122,882.5,1162.5,-0.002175293,0.746076226,0.147302896,-0.66496253,-2.812498569,-7.390002728,19,59,199,-0.401454389,-0.724879265,-1.51061821,6,59,199,0.42790845,7.71441555,0.710451365,-0.568501234,0.144774303,-0.023078216,-0.000838289,0,210.9189148,1.044426918,0.010798116,11.78011608,394.4098511,0.999162376,9.383610725,1.04E-06,-0.582436621,0.034687068,11.52310276,6.169746399,98.37446594,0.94591552,0.581827402,0.315276875,-80.266197,43.709195
88,3.17,1861.594604,-5.276601315,398.8912659,-0.305662453,-0.358198971,-0.425201744,-1.071613669,-0.074793391,-0.281292528,-1.215630174,-4.797192097,194.5828857,1434.525146,1608.683472,1219.779663,1420.514893,867.5,1142.5,-0.001037598,0.761896253,0.125776157,-0.655308068,-2.716645956,-7.305297852,19,59,199,-0.383521348,-0.712030947,-1.486969948,19,59,199,0.146636993,7.725934982,0.668515742,-0.41809696,0.165742144,-0.034360364,-0.000226728,0.00085661,159.350296,1.154514313,0.008499311,15.82265282,394.5345764,0.999144614,9.252326012,2.26E-07,-0.569599748,0.027035747,12.29693508,5.811211586,98.36975861,0.941832542,0.557245135,0.313459379,-80.266047,43.70937
89,3.11,2001.881592,1.105577946,398.9493103,-0.127956644,-0.228627861,-0.384913266,-1.067034245,-0.025454545,-0.158639461,-1.072625637,-4.734575748,187.5166626,1419.564209,1601.612427,1226.850586,1433.58374,862.5,1127.5,-9.77E-06,0.765981317,0.12644729,-0.506432056,-2.633225441,-7.26625967,19,59,199,-0.312423378,-0.698913574,-1.475582123,19,59,199,0.954755664,7.776028633,0.646214068,-0.131958306,0.176892966,0.009290776,-8.40E-05,0.00481155,186.4213715,1.2075876,0.008516254,17.04894447,394.6030884,0.999144554,9.297542572,2.28E-08,-0.416281998,0.026938425,12.36759758,5.619069576,98.38765717,0.948424041,0.56283778,0.305744741,-80.265938,43.709518
90,2.84,528.4309082,3.921553612,399.1471252,0.089974396,-0.064566486,-0.331857324,-1.032899976,0.020330578,-0.042743765,-0.919333518,-4.52507782,186.5810852,1394.565308,1598.378052,1230.777222,1457.673706,847.5,1107.5,0.000671387,0.755519331,0.16658704,-0.369402796,-2.413172722,-7.088798523,19,59,199,-0.232186571,-0.658405066,-1.432936549,19,59,199,2.13852644,7.789941311,0.576193154,0.090535536,0.211903438,0.028831493,-4.89E-05,0.009896542,10,1.318431616,0.013340125,7.049752712,394.8298645,0.99914819,9.398763657,2.70E-07,-0.279129952,0.042252112,10.58683205,4.903419495,98.38851166,0.945050001,0.504244506,0.31158091,-80.265798,43.709701
91,3.48,207.1272888,5.834091187,399.2210388,0.308535308,0.160492733,-0.278721958,-1.021608949,0.077685952,0.095034011,-0.734469235,-4.439885139,182.6540375,1379.624023,1591.654053,1238.290161,1470.837402,842.5,1092.5,0.001557617,0.726418734,0.19517374,-0.201228693,-2.282786608,-7.033738136,19,59,199,0.306078315,-0.636687815,-1.418333769,6,59,199,2.537377357,7.822679996,0.575473249,0.33286196,0.21226339,0.033260297,0.000192026,0.015986223,166.0660095,1.357126951,0.017637601,3.653607368,394.8475342,0.999165416,9.717200279,5.89E-07,-0.109024741,0.056063697,9.370951653,5.036471844,98.47957611,0.949569881,0.515204191,0.309812156,-80.265693,43.709854
92,4.43,228.7064819,1.633996367,399.1818848,0.125687987,0.096479125,-0.283622414,-1.041324496,0.038264465,0.053219955,-0.688683152,-4.479658604,182.5171204,1357.686401,1585.343018,1246.31958,1491.077637,832.5,1072.5,0.000476074,0.690041304,0.249417305,-0.187805697,-2.251443148,-7.095425129,19,59,199,0.147259712,-0.651100636,-1.42521894,7,59,199,2.142921448,7.84470892,0.621708691,0.169748992,0.189145669,0.011465778,-3.61E-05,0.010370247,21.21320343,1.446417809,0.023908673,5.469110489,394.7117615,0.999067187,9.766521454,1.51E-07,-0.098429218,0.075663693,9.165762901,6.200692654,98.52372742,0.944340825,0.599249184,0.30888362,-80.265559,43.710027
93,5.43,561.5809326,-2.929071188,398.9943542,-0.280043006,-0.292487204,-0.362731367,-1.096276402,-0.083388433,-0.15283446,-0.792348802,-4.674725056,185.1013184,1335.762939,1579.323486,1254.696167,1511.377686,822.5,1052.5,-0.001977539,0.70204258,0.240714282,-0.323386014,-2.375058651,-7.304990768,19,59,199,-0.309852064,-0.713324308,-1.461490393,8,59,199,0.129929349,7.860627651,0.720071554,-0.362297267,0.139964238,-0.015420766,-0.000666001,0,42.42640686,1.263219595,0.020899415,11.73842239,394.4143982,0.999117494,9.716693878,6.58E-07,-0.242491826,0.066376068,10.19864464,7.762083054,98.44034576,0.941917002,0.651019454,0.310833251,-80.265457,43.710198
94,5.44,50923.53516,-6.374549389,398.9996643,-0.311699212,-0.320136666,-0.370698601,-1.10698998,-0.074545458,-0.150839001,-0.71464926,-4.6860919,190.2958221,1313.854004,1573.598633,1263.413086,1531.735107,812.5,1032.5,-0.001403809,0.746116459,0.245986387,-0.276617557,-2.321554184,-7.321136475,19,59,199,-0.322230458,-0.721939921,-1.458939433,8,59,199,0.125254855,7.871049404,0.788749814,-0.320816845,0.1056251,-0.040188,-0.000148021,0,171.5685425,1.082781672,0.013780386,701.7904053,394.2320862,0.999260187,9.522371292,3.81E-07,-0.21286127,0.043820474,15.12252617,9.168395996,98.42876434,0.952254653,0.656613648,0.31153328,-80.265334,43.710371
95,5.07,13526.49805,4.513046265,399.0958557,0.132728487,0.049549017,-0.29302305,-1.092791438,0.027355371,0.020226758,-0.487215817,-4.603265285,192.9054108,1295.072388,1564.356934,1275.622437,1548.293457,807.5,1012.5,0.00074707,0.750482798,0.201082245,-0.095666729,-2.171465158,-7.250646114,19,59,199,0.137763634,-0.695938885,-1.440513968,5,59,199,1.697965384,7.881689548,0.794145584,0.103722215,0.102927215,0.028541472,1.35E-05,0.002764485,25,1.070149302,0.012612265,170.6088257,394.2276001,0.999360919,9.505893707,1.32E-07,-0.046866018,0.03998721,13.88543797,9.326996803,98.56270599,0.945664763,0.617095172,0.305706784,-80.265258,43.710541
96,5.3,6948.570801,1.774332643,399.0840149,0.163818285,0.126934737,-0.276798487,-1.103670955,0.031487603,0.04648526,-0.399303943,-4.636099339,197.6423492,1276.34729,1555.333618,1288.046021,1564.94812,802.5,992.5,0.000698242,0.7360636,0.193723053,-0.065600574,-2.144721985,-7.280711651,19,59,199,0.165083542,-0.706753671,-1.449421406,6,59,197,1.709384322,7.887103558,0.784680367,0.140476599,0.107659802,0.015626641,0.000148623,0.001659494,14.14213562,1.109992266,0.012827501,89.13768768,394.2520142,0.999429226,9.556009293,6.81E-08,-0.021347277,0.040614937,13.20240021,9.200190544,98.63912964,0.946553767,0.538291991,0.310379529,-80.265174,43.71075
97,5.19,9886.030273,-1.092072368,399.0422058,0.021187464,-0.122407869,-0.327048033,-1.12092495,0.003636364,-0.041836735,-0.434431612,-4.700512886,209.3143616,1254.516846,1550.42334,1297.618042,1585.500732,792.5,972.5,0.000275879,0.740984857,0.176012367,-0.17078127,-2.182575464,-7.325907707,19,59,199,-0.206694067,-0.738940537,-1.465193987,19,59,193,0.420569271,7.886365891,0.772497416,-0.024156166,0.1137513,-0.001750216,0.000157536,0.000361374,196.9239502,1.083967566,0.011213395,110.860611,394.2802429,0.999489367,9.603562355,4.44E-08,-0.127324998,0.035494179,13.68948269,8.445308685,98.69003296,0.944088519,0.598202944,0.306529082,-80.265069,43.710892
98,5.3,8392.049805,-3.847913504,398.9508362,-0.165316686,-0.295505941,-0.365637898,-1.147007465,-0.026446281,-0.098503403,-0.457817793,-4.813213825,211.8076935,1242.924927,1541.058838,1309.527588,1595.262573,792.5,957.5,-0.000437012,0.743981898,0.171556711,-0.209563553,-2.253167391,-7.424333572,19,59,199,-0.307237566,-0.776339769,-1.491064548,10,59,190,0.202615306,7.888597012,0.775529504,-0.16466625,0.112235263,-0.023355948,3.94E-05,0,221.9238892,0.991069973,0.011042427,92.67236328,394.2618408,0.999515831,9.612852097,7.96E-08,-0.172433391,0.034983952,13.5410099,7.839220524,98.73149872,0.945148945,0.620786667,0.289431556,-80.265051,43.71104
99,5.65,7688.461426,-4.09320879,399.026001,-0.241991013,-0.353500783,-0.36031878,-1.135973215,-0.042066116,-0.132086173,-0.459860265,-4.762069225,224.9722137,1224.994873,1539.679321,1315.527466,1612.641479,782.5,942.5,-0.000661621,0.756162345,0.174204007,-0.226928249,-2.206990242,-7.343613148,19,59,199,-0.350341111,-0.77092123,-1.478601456,10,59,187,0.110699572,7.885099411,0.765967727,-0.211350277,0.117016122,-0.025285896,-4.48E-05,0,110,0.948527098,0.011311705,86.97332001,394.2958984,0.999535203,9.519528389,9.67E-08,-0.200177997,0.035849527,13.42935085,7.157424927,98.76304626,0.944570661,0.625331283,0.302011165,-80.264948,43.711159
100,5.54,1207.849365,-1.01414752,399.1843567,-0.155194491,-0.237760708,-0.291787624,-1.103745341,-0.033140495,-0.102947846,-0.389884442,-4.621541977,238.7729034,1207.067749,1538.509888,1321.745972,1630.034546,772.5,927.5,-0.000537109,0.761963427,0.173494324,-0.154689074,-2.093975306,-7.177625656,19,59,199,-0.239154011,-0.733620286,-1.44918704,10,59,184,0.460686386,7.881112099,0.730064273,-0.172012314,0.134967864,-0.007217248,-0.000173829,0,58.28427124,1.011455774,0.01311792,15.84537983,394.4134216,0.99953109,9.548887253,4.02E-08,-0.136956722,0.041515112,11.43031502,6.48259306,98.76043701,0.943691671,0.541644216,0.309778555,-80.264808,43.711333
101,4.81,217.1128693,2.031925917,399.3828735,-0.10040842,-0.093221359,-0.203624994,-1.061609149,-0.026198348,-0.045102041,-0.28836602,-4.441118717,253.1057129,1189.143555,1537.550781,1328.180176,1647.441162,762.5,912.5,-0.000720215,0.749969363,0.185735837,-0.047089521,-1.958024502,-6.970442772,10,59,199,-0.111680225,-0.679858863,-1.411080599,6,59,185,2.430958986,7.876832485,0.679200411,-0.128458142,0.16039978,0.010947798,-0.000540258,0.004769519,30,1.105309248,0.016474033,3.577048063,394.5855408,0.999465346,9.816011429,3.82E-07,-0.025907895,0.052327961,9.486296654,5.785655499,98.67468262,0.942459106,0.600000024,0.308084787,-80.264681,43.711469
102,4.08,140.4830017,3.511081934,399.6616821,-0.037480693,0.059610613,-0.102756917,-1.001271129,-0.012892562,0.031814057,-0.157409295,-4.187126637,274.4312439,1164.178955,1537.957275,1336.155884,1671.918823,747.5,892.5,-0.000795898,0.696477234,0.252331346,0.101766095,-1.790395379,-6.676958084,19,59,199,0.124772713,-0.606838882,-1.356379151,16,59,190,2.649748325,7.869698048,0.55916667,-0.056033213,0.22041668,0.021805018,-0.000951973,0.01978196,15,1.32299602,0.025445005,3.575362206,394.9899292,0.999267757,9.692270279,1.22E-06,0.108541191,0.080841459,8.616106033,4.679254055,98.58995056,0.946718276,0.616623878,0.29880809,-80.264536,43.711633
103,3.52,143.8760376,2.187402964,399.800293,-0.025907451,0.086595058,-0.073287316,-0.971304953,-0.010165289,0.047845803,-0.116906747,-4.060952663,287.5978088,1150.092407,1540.361206,1338.922119,1686.034546,737.5,882.5,-0.000849609,0.665486872,0.296730429,0.140468359,-1.72305584,-6.527554035,19,59,199,0.16051431,-0.575457513,-1.32809341,18,59,199,2.652907133,7.864165306,0.491369694,-0.059818082,0.254315168,0.013495799,-0.000845352,0.027040038,14.14213562,1.403889775,0.031243,4.496582031,395.228302,0.999115169,9.580850601,9.17E-07,0.134936735,0.098959796,8.434586525,4.116385937,98.58258057,0.939782619,0.596121192,0.296041559,-80.264401,43.711721
104,3.61,172.2878876,0.035056546,399.8985901,-0.112863474,-0.054967843,-0.096358165,-0.954974294,-0.046280991,-0.031156462,-0.157661915,-3.995987415,307.5101624,1128.96521,1544.202881,1343.340088,1707.208984,722.5,867.5,-0.001337891,0.654627264,0.31424129,0.092403755,-1.73865211,-6.412521362,19,59,199,-0.104492903,-0.566592991,-1.307948112,5,59,198,2.508295536,7.856627941,0.474514723,-0.183652535,0.262742639,0.004805876,-0.000825967,0.030046752,28.28427124,1.345597386,0.032941036,5.677395344,395.3058167,0.999022305,9.560811043,7.74E-07,0.073289603,0.104281873,8.561841011,3.775753975,98.56031799,0.937731624,0.720092356,0.290564278,-80.264223,43.711863
107,3.5,108.4130249,1.592632532,400.3974304,0.328254759,0.475609869,0.070664354,-0.836958587,0.128512397,0.264081627,0.130814299,-3.486238956,312.5100098,1130.33728,1558.095825,1329.534668,1708.116699,712.5,877.5,0.002697754,0.656282604,0.298977196,0.408508867,-1.252052069,-5.901529312,19,59,199,0.481223226,0.436762333,-1.197882414,11,20,199,2.755402327,7.847317696,0.304265946,0.591851711,0.347867042,0.010937375,0.000991797,0.058655672,14.14213562,1.691197753,0.032492537,3.523854494,396.009613,0.999161422,9.574252129,1.13E-06,0.380814821,0.103065208,8.112340927,3.170423508,98.68437958,0.937655866,0.599813461,0.286052585,-80.264039,43.711751
108,2.84,80.28888702,6.409632683,400.394989,0.514821112,0.672725081,0.104220279,-0.832641065,0.192892566,0.372335613,0.193609238,-3.462245226,297.5945129,1148.286743,1558.384521,1322.332275,1690.728394,722.5,892.5,0.004287109,0.685596049,0.261161089,0.48494181,-1.167966723,-5.915400028,19,59,199,0.672416031,0.516853929,-1.196896672,10,20,199,2.803683043,7.851996422,0.286473304,0.866718888,0.356763363,0.037324715,0.001095562,0.057499226,0,1.847215295,0.028035743,2.251548529,396.0686035,0.99927628,9.600740433,2.65E-06,0.471708447,0.089528419,7.959644318,3.330489397,98.62490845,0.938964248,0.581190288,0.292530538,-80.264183,43.711611
109,3.35,79.64048767,7.701263905,400.297821,0.455212921,0.587332249,0.066490322,-0.854067624,0.170000002,0.325986385,0.122668639,-3.547991276,289.417511,1159.207764,1560.052124,1316.724121,1680.405518,727.5,902.5,0.004018554,0.719650626,0.252067029,0.415286481,-1.222177505,-6.017796993,19,59,199,0.5924052,0.435112357,-1.214778185,11,20,199,2.76002121,7.853053093,0.355773896,0.778408229,0.322113067,0.0502293,0.000663534,0.046369459,10,1.805067539,0.026771387,2.132595778,395.8042603,0.999273121,9.596805573,2.43E-06,0.417526066,0.085481703,7.99770546,3.798764706,98.532547,0.942238271,0.559930205,0.29472346,-80.264279,43.711514
110,4.59,508.2865295,1.501410365,399.7358704,-0.030323636,-0.033068594,-0.159511149,-0.980701506,-0.010826446,-0.018072562,-0.269747376,-4.077771187,268.9098511,1184.192749,1559.58728,1308.553589,1655.99292,742.5,922.5,-8.30E-05,0.754801691,0.274014324,-0.020264333,-1.691099048,-6.594543457,19,59,199,-0.036587447,-0.586437523,-1.32619369,8,59,199,2.351763964,7.860004425,0.591250777,-0.028152335,0.204374611,0.014057873,-0.00038809,0.005409213,0,1.354036689,0.024674471,12.54424763,394.9089355,0.999286056,9.266530991,3.39E-07,0.007090736,0.07805296,9.932828903,5.271231651,98.51907349,0.949091971,0.626055479,0.310161168,-80.264456,43.71136
111,5.82,5892.07959,-1.837006927,399.4252014,-0.227898791,-0.324694723,-0.297264129,-1.048674583,-0.064462811,-0.165623575,-0.468551457,-4.366715908,255.2694702,1202.14917,1560.500732,1301.984009,1638.646484,752.5,937.5,-0.001022949,0.756842971,0.245456874,-0.252761155,-1.953900814,-6.914014816,19,59,199,-0.329455018,-0.677883744,-1.386533618,12,59,194,0.399028361,7.864933968,0.69061327,-0.294565022,0.15469338,-0.009404,-0.000353383,0,362.9900513,1.163761973,0.016793601,98.95854187,394.5594788,0.999444067,9.273488045,1.84E-07,-0.217742071,0.053187937,12.76802731,6.35926199,98.64505768,0.944943488,0.600000024,0.310788906,-80.264593,43.711231
112,5.76,4737.450195,-3.506391525,399.2489624,-0.32184878,-0.438569576,-0.38218677,-1.08395052,-0.066942148,-0.192743763,-0.571206689,-4.521029949,241.2726746,1224.014893,1564.676514,1291.593018,1618.089111,762.5,957.5,-0.001123047,0.749084413,0.176179633,-0.365207016,-2.102914572,-7.095919609,19,59,199,-0.450944602,-0.719479024,-1.417570591,13,59,190,0.202129245,7.867120743,0.756690323,-0.305048138,0.121654823,-0.022580601,-0.000292336,0,100,1.024297476,0.011917872,56.46300125,394.3478699,0.999523044,9.349100113,1.63E-07,-0.322433293,0.037820611,12.89292336,7.395405293,98.72018433,0.944668591,0.60490799,0.312020397,-80.264729,43.711057
113,5.5,2907.509521,-2.769753456,399.1976013,-0.238027722,-0.333154023,-0.376945913,-1.089173675,-0.04198347,-0.131383225,-0.549518943,-4.551456928,229.1560669,1241.979248,1566.049927,1285.500854,1600.784912,772.5,972.5,-0.000654297,0.748791516,0.140138507,-0.320187509,-2.130152941,-7.150887012,19,59,199,-0.367187262,-0.717654467,-1.425449014,16,59,193,0.20407781,7.870264053,0.762013614,-0.203515396,0.1189932,-0.024768014,-9.32E-05,0,77.78174591,1.094225049,0.009443469,27.45779419,394.3269043,0.999510705,9.53057766,7.25E-08,-0.276669264,0.029921211,12.63745403,8.10146904,98.70513916,0.944182038,0.595191956,0.307051903,-80.264799,43.710921
114,5.15,10821.51758,-0.451917231,399.2547302,-0.099104241,-0.145897746,-0.340904951,-1.069365621,-0.018016528,-0.058095239,-0.516003788,-4.474783897,222.8508453,1256.846191,1571.515991,1276.582397,1587.344482,777.5,987.5,-0.000415039,0.745734215,0.1590022,-0.246506244,-2.088193893,-7.089902401,19,59,199,-0.279340804,-0.689520657,-1.408434987,19,59,196,0.247765005,7.866987705,0.755635262,-0.086667895,0.122182369,-0.009310069,-0.000114928,0,175.7107239,1.198330045,0.009943161,107.6036377,394.3515015,0.99943912,9.492982864,2.99E-08,-0.205134019,0.031473778,13.90012932,8.609386444,98.64900208,0.943967342,0.615039647,0.31201211,-80.264875,43.710784
115,5.01,11139.71973,3.840269089,399.3409424,0.134755731,0.052083857,-0.29388243,-1.041866899,0.026942149,0.021564625,-0.476643384,-4.369415283,217.5143738,1271.735962,1577.121582,1267.79834,1573.94812,782.5,1002.5,0.000541992,0.739704192,0.181071937,-0.161282897,-2.024518251,-6.998096466,19,59,199,-0.177358583,-0.655051708,-1.383708954,19,59,199,1.738363624,7.861559391,0.752325058,0.094609149,0.123837464,0.033994809,-0.00011845,0.000731779,186.0660858,1.277090192,0.011456226,127.624733,394.3714294,0.999413192,9.435371399,1.66E-07,-0.12159019,0.03626138,13.78745079,9.035541534,98.63465118,0.945457101,0.687221885,0.3091287,-80.264929,43.710647
116,5.35,36336.08594,-0.124344587,399.3649902,-0.021581689,-0.074873298,-0.316039979,-1.028860569,-0.005041322,-0.034603175,-0.581779063,-4.333830833,213.687851,1290.605469,1586.083984,1255.253906,1557.453857,787.5,1022.5,-0.000217285,0.738935113,0.2651425,-0.209868982,-2.051360369,-6.948872089,19,59,199,-0.203271136,-0.645565271,-1.377894521,19,59,199,1.08039999,7.846789837,0.761023581,-0.030235821,0.119488209,0.000397235,-0.00011466,0.0004027,15,1.234875441,0.015248736,554.1223145,394.3496399,0.999387681,9.356806755,1.40E-07,-0.164256364,0.048228383,14.68374729,9.099829674,98.6082077,0.945088804,0.652496874,0.30706489,-80.265028,43.710458
117,5.45,12525.46387,-4.11309433,399.3790283,-0.214650303,-0.254661918,-0.347426921,-1.01797843,-0.061652891,-0.142176867,-0.72788769,-4.314893246,211.8076935,1309.527588,1595.262573,1242.924927,1541.058838,792.5,1042.5,-0.001135254,0.706226766,0.322395563,-0.330972731,-2.102344751,-6.910168171,19,59,199,-0.265043467,-0.642630756,-1.374287486,19,59,199,0.364794701,7.821694374,0.745660961,-0.254911631,0.127169505,-0.021535756,-0.000126644,0,63.63961029,1.216092706,0.020470215,256.4347534,394.3951721,0.99931252,9.307057381,3.68E-07,-0.266922176,0.064918943,13.32416344,8.346676826,98.5721817,0.943881989,0.677131176,0.311047054,-80.265102,43.710299
118,4.05,316.4168396,-0.06642212,399.5918884,0.13549529,-0.031814713,-0.282510102,-0.955262482,0.044462811,-0.022630386,-0.685391009,-4.089868546,208.7163086,1335.500854,1604.232666,1230.269287,1517.749146,802.5,1067.5,0.001403809,0.701703727,0.230421111,-0.292975962,-1.968450904,-6.669778347,19,59,199,-0.186176702,-0.578554928,-1.332285166,19,59,199,2.111492872,7.776221275,0.581144512,0.146430582,0.209427744,0.003370787,0.000630786,0.008663221,21.21320343,1.63525939,0.02097182,6.636809826,394.9094543,0.999220967,9.336660385,4.37E-07,-0.201482788,0.066462137,9.621489525,6.172967911,98.54452515,0.945718765,0.612769186,0.306948943,-80.265226,43.710076
119,3.33,236.6136475,8.99041748,399.62854,0.280992717,0.028953331,-0.272076398,-0.940796793,0.081322312,0.0223356,-0.714071512,-4.056489468,204.8475037,1353.500122,1606.848633,1225.545776,1500.654053,812.5,1082.5,0.002487793,0.733216345,0.163321748,-0.288120151,-1.965027809,-6.619464397,19,59,199,0.325018346,-0.563053012,-1.326549888,4,59,199,2.488246918,7.750330925,0.519037664,0.316301823,0.240481168,0.04722118,0.000590811,0.01530551,0,1.724487782,0.013825879,3.271600246,395.1021729,0.999204695,9.361045837,1.21E-06,-0.19362168,0.044487745,9.747577667,5.446501255,98.5049057,0.945209444,0.583182156,0.303865423,-80.265344,43.709921
120,3.16,368.9481506,6.694715023,399.512085,0.134090275,-0.092826866,-0.313529462,-0.958791018,0.036446281,-0.076213151,-0.878360629,-4.166133404,202.5154266,1371.500122,1609.662231,1221.07019,1483.580933,822.5,1097.5,0.001489258,0.766364217,0.155278355,-0.422531992,-2.117191792,-6.721721649,19,59,199,-0.237203985,-0.591488302,-1.35143733,19,59,199,2.12436223,7.716100216,0.512658775,0.104995757,0.243670598,0.046625197,0.000160714,0.011715847,0,1.588739395,0.012522121,4.620254993,395.092804,0.999095321,9.303162575,3.67E-07,-0.33380118,0.039859403,10.29086208,4.931289673,98.37755585,0.943235874,0.503416836,0.306819341,-80.265443,43.709791
121,3.33,1675.49646,-10.35617733,399.3440552,-0.40824452,-0.436371177,-0.419633359,-0.990795493,-0.163801655,-0.430634916,-1.261601686,-4.35030365,208.7163086,1390.526001,1619.741455,1209.777832,1467.502075,827.5,1117.5,-0.002595215,0.752013147,0.183687642,-0.812682092,-2.37116003,-6.864146233,19,59,199,-0.437416822,-0.64459455,-1.384096146,10,59,199,0.141227677,7.586294174,0.555653095,-0.813012242,0.222173437,-0.072155684,-0.000311711,0,152.2792206,1.414899468,0.013661398,22.89104652,394.9298706,0.998984635,9.028660774,1.45E-06,-0.730020106,0.04388972,11.7169838,4.953546047,98.23241425,0.94753176,0.505709648,0.306253274,-80.265554,43.7096
122,3.76,1030.756226,-4.740232468,399.1824341,-0.424753457,-0.502803147,-0.456851333,-1.016573787,-0.201074377,-0.519433081,-1.4230932,-4.51902914,209.0753479,1415.525513,1622.871704,1205.699951,1443.506958,842.5,1137.5,-0.003625488,0.711144328,0.243219241,-0.934212267,-2.536206245,-7.006525517,19,59,199,-0.507198036,-0.673329055,-1.419387102,11,59,199,0.205376208,7.494439602,0.65177983,-1.005396128,0.174110085,-0.018122597,-0.00145169,0,151.4213715,1.218441486,0.019872807,20.48671722,394.6289673,0.998976409,8.998940468,3.02E-06,-0.854817986,0.0636805,10.85631943,5.779668331,98.21528625,0.944969416,0.567882955,0.312123691,-80.265708,43.70943
123,3.58,797.8861084,-1.409660101,399.2554626,-0.3627837,-0.458845198,-0.449531227,-0.992363155,-0.220082641,-0.522448957,-1.435202956,-4.469466686,215.7834625,1437.554321,1629.896484,1198.566895,1423.573853,852.5,1157.5,-0.00444336,0.646929502,0.389103711,-0.930395246,-2.482524157,-6.911048889,19,59,199,-0.467490137,-0.647534311,-1.405102611,13,59,199,0.523841679,6.906329632,0.627176404,-1.062739611,0.186411813,-0.004868609,-0.002046873,0,98.99494934,1.1848768,0.035112105,28.02697945,394.7104187,0.998809218,8.959290504,4.41E-06,-0.85591054,0.111774631,10.03076458,5.171355724,98.18810272,0.943422496,0.664206624,0.312902403,-80.265817,43.709252
124,2.89,708.2927856,-0.191966429,399.3379517,-0.267073691,-0.366165102,-0.419231415,-0.967536211,-0.177603304,-0.431315184,-1.337530255,-4.403972626,220.5957794,1455.562622,1633.604126,1195.266724,1406.649414,862.5,1172.5,-0.003417969,0.617139161,0.454232723,-0.808820546,-2.397283792,-6.813574791,19,59,199,-0.391875714,-0.617537558,-1.389303803,19,59,199,0.846341312,6.32034874,0.616592228,-0.857912302,0.191703901,0.000476037,-0.001724563,0.004371759,163.9949951,1.216996908,0.042560231,30.16331863,394.7557983,0.998622596,8.975674629,3.02E-06,-0.741967738,0.135007039,9.719088554,5.131319046,98.15415192,0.947574973,0.58460474,0.316541745,-80.265983,43.709106
125,3.19,850.4384766,1.299173951,399.4811707,-0.125407815,-0.238174319,-0.369021446,-0.925071657,-0.091322318,-0.291269839,-1.16326797,-4.282736778,232.405899,1484.591675,1641.344727,1189.122559,1379.859619,877.5,1197.5,-0.00140625,0.600719035,0.527163684,-0.656854928,-2.261437416,-6.645393848,19,59,199,-0.307918996,-0.571989357,-1.3603971,19,59,199,2.12688899,5.723743439,0.679923177,-0.509297848,0.160038397,0.010639427,-0.001219691,0.016635247,134.350296,1.203833103,0.048925519,41.6413765,394.5992126,0.998449802,8.963405609,1.79E-06,-0.582478523,0.154941484,9.762410164,6.318318367,98.11590576,0.944388688,0.58528477,0.319251307,-80.266143,43.708897
